draw_id,play,tier,pattern,numbers,note,winners,value
01299,,Giải Nhì,OOOO,,,687,500000
01299,,Giải Ba,OOO,,,14610,50000
01298,,Jackpot 1,OOOOOO,,,0,32706781950
01298,,Jackpot 2,OOOOO|O,,,0,18841055450
01298,,Giải Nhất,OOOOO,,,10,40000000
01298,,Giải Nhì,OOOO,,,645,500000
01298,,Giải Ba,OOO,,,15087,50000
01297,,Jackpot 1,OOOOOO,,,1,257134188450
01297,,Jackpot 2,OOOOO|O,,,0,18540301900
01297,,Giải Nhất,OOOOO,,,32,40000000
01297,,Giải Nhì,OOOO,,,2622,500000
01297,,Giải Ba,OOO,,,56672,50000
01296,,Jackpot 1,OOOOOO,,,0,241138005600
01296,,Jackpot 2,OOOOO|O,,,0,16762948250
01296,,Giải Nhất,OOOOO,,,30,40000000
01296,,Giải Nhì,OOOO,,,1911,500000
01296,,Giải Ba,OOO,,,40478,50000
01295,,Jackpot 1,OOOOOO,,,0,226463116350
01295,,Jackpot 2,OOOOO|O,,,0,15132405000
01295,,Giải Nhất,OOOOO,,,61,40000000
01295,,Giải Nhì,OOOO,,,2583,500000
01295,,Giải Ba,OOO,,,46278,50000
01294,,Jackpot 1,OOOOOO,,,0,213555593550
01294,,Jackpot 2,OOOOO|O,,,0,13698235800
01294,,Giải Nhất,OOOOO,,,44,40000000
01294,,Giải Nhì,OOOO,,,2570,500000
01294,,Giải Ba,OOO,,,50180,50000
01293,,Jackpot 1,OOOOOO,,,0,199827244650
01293,,Jackpot 2,OOOOO|O,,,0,12172863700
01293,,Giải Nhất,OOOOO,,,33,40000000
01293,,Giải Nhì,OOOO,,,2445,500000
01293,,Giải Ba,OOO,,,46356,50000
01292,,Jackpot 1,OOOOOO,,,0,188047526250
01292,,Jackpot 2,OOOOO|O,,,0,10864006100
01292,,Giải Nhất,OOOOO,,,30,40000000
01292,,Giải Nhì,OOOO,,,1783,500000
01292,,Giải Ba,OOO,,,36089,50000
01291,,Jackpot 1,OOOOOO,,,0,176547951300
01291,,Jackpot 2,OOOOO|O,,,0,9586275550
01291,,Giải Nhất,OOOOO,,,23,40000000
01291,,Giải Nhì,OOOO,,,1722,500000
01291,,Giải Ba,OOO,,,38099,50000
01290,,Jackpot 1,OOOOOO,,,0,164499610350
01290,,Jackpot 2,OOOOO|O,,,0,8247571000
01290,,Giải Nhất,OOOOO,,,16,40000000
01290,,Giải Nhì,OOOO,,,1649,500000
01290,,Giải Ba,OOO,,,36419,50000
01289,,Jackpot 1,OOOOOO,,,0,153894010350
01289,,Jackpot 2,OOOOO|O,,,0,7069171000
01289,,Giải Nhất,OOOOO,,,27,40000000
01289,,Giải Nhì,OOOO,,,1775,500000
01289,,Giải Ba,OOO,,,35015,50000
01288,,Jackpot 1,OOOOOO,,,0,144058214100
01288,,Jackpot 2,OOOOO|O,,,0,5976304750
